Race Name,Date,Location,Distance,Latitude,Longitude,OpenCage Note,Formatted,City/Town,Country,Country Code,Confidence Score,State,State Code,Continent
Western States 100,"Jun 28, 2025","Olympic Valley, CA (USA)",100mi,39.1984156,-120.2298597,ok,"Olympic Valley, Placer County, CA 96146, United States of America",,United States,us,7,California,CA,North America
Signal Peak Trail Runs,"Jul 5, 2025","Emigrant Gap, CA (USA)",50k,39.3013284,-120.6603526,ok,"Emigrant Gap, Placer County, CA 95715, United States of America",,United States,us,7,California,CA,North America
Dirty Dozen and Half Dozen,"Jul 12, 2025","Pinole, CA (USA)",6h 12h,38.0043667,-122.2988587,ok,"Pinole, CA 94564, United States of America",,United States,us,6,California,CA,North America
Lost Sierra Endurance Race,"Jul 26, 2025","Downieville, CA (USA)",50k 100k,39.5604439,-120.828217,ok,"Downieville, Sierra County, California, United States of America",,United States,us,7,California,CA,North America
Great Shasta Rail Trail,"Jul 26, 2025","McCloud, CA (USA)",50k,41.2497685,-122.1352663,ok,"McCloud, Siskiyou County, California, United States of America",,United States,us,7,California,CA,North America
The San Francisco Marathon,"Jul 27, 2025","San Francisco, CA (USA)",52.4mi,37.7792588,-122.4193286,ok,"San Francisco, California, United States of America",San Francisco,United States,us,1,California,CA,North America
Folsom 100,"Aug 1, 2025","Granite Bay, CA (USA)",54mi 100mi,38.7632346,-121.1638361,ok,"Granite Bay, Placer County, California, United States of America",,United States,us,7,California,CA,North America
Rodeo Valley Trail Run,"Aug 2, 2025","Sausalito, CA (USA)",50k,37.8590272,-122.485469,ok,"Sausalito, CA 94965, United States of America",,United States,us,7,California,CA,North America
Skyline 50K,"Aug 3, 2025","San Leandro, CA (USA)",50k,37.7249296,-122.1560768,ok,"San Leandro, California, United States of America",San Leandro,United States,us,7,California,CA,North America
Tamalpa Headlands 50K,"Aug 16, 2025","Muir Beach, CA (USA)",50k,37.8621493,-122.5813667,ok,"Muir Beach, Marin County, CA 94841, United States of America",,United States,us,7,California,CA,North America
Trail Run at Sly Park,"Aug 23, 2025","Pollack Pines, CA (USA)",50k,37.25022,-119.75126,ok,"California, United States of America",,United States of America,us,1,California,CA,North America
Crystal Springs,"Aug 31, 2025","Woodside, CA (USA)",50k,37.4280637,-122.2507435,ok,"Woodside, CA 94062, United States of America",,United States,us,7,California,CA,North America
Mendocino Running Festival,"Sep 6, 2025","Mendocino, CA (USA)",6h 12h,39.3176491,-123.4126399,ok,"Mendocino County, California, United States of America",,United States,us,1,California,CA,North America
CTR - Diablo Trail Run,"Sep 7, 2025","Clayton, CA (USA)",50k,37.9411668,-121.9357878,ok,"Clayton, CA 94517, United States of America",,United States,us,7,California,CA,North America
South Hills Single Track Trail Run,"Sep 13, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
Berkeley Trail Adventure,"Sep 13, 2025","Berkeley, CA (USA)",50k,37.8708393,-122.272863,ok,"Berkeley, California, United States of America",Berkeley,United States,us,6,California,CA,North America
Mammoth Trail Fest,"Sep 20, 2025","Mammoth Lakes, CA (USA)",50k,37.6432525,-118.9668509,ok,"Mammoth Lakes, California, United States of America",,United States,us,5,California,CA,North America
THE MAMMOTH 200,"Sep 26, 2025","Mammoth Lakes, CA (USA)",200m,37.6432525,-118.9668509,ok,"Mammoth Lakes, California, United States of America",,United States,us,5,California,CA,North America
JP's Backyard Ultra/Hike,"Sep 27, 2025","Napa, CA (USA)",10h,38.4898675,-122.3218414,ok,"Napa County, California, United States of America",,United States,us,1,California,CA,North America
Sunset & Cider Trail Race,"Sep 27, 2025","Auburn, CA (USA)",50k,38.8945939,-121.0739897,ok,"Auburn, California, United States of America",Auburn,United States,us,7,California,CA,North America
Spartan Trail - San Jose Trail Challenge,"Sep 27, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
Dick Collins Firetrails,"Sep 27, 2025","Castro Valley, CA (USA)",50mi 100k,37.6945519,-122.0857432,ok,"Castro Valley, California, United States of America",,United States,us,6,California,CA,North America
Yuba Gold,"Oct 5, 2025","Nevada City, CA (USA)",50k,39.2625993,-121.0187304,ok,"Nevada City, California, United States of America",Nevada City,United States,us,7,California,CA,North America
Mile Madness Endurance Run,"Oct 10, 2025","Rocklin, CA (USA)",6h 12h 24h 48h 72h,38.7907339,-121.2357828,ok,"Rocklin, California, United States of America",Rocklin,United States,us,7,California,CA,North America
Skyline Wilderness Endurance Trail Run,"Oct 11, 2025","Napa, CA (USA)",6h 12h,38.4898675,-122.3218414,ok,"Napa County, California, United States of America",,United States,us,1,California,CA,North America
Mt. Umunhum Trail Conquest,"Oct 11, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
Ruth Anderson,"Oct 11, 2025","San Francisco, CA (USA)",50k 50mi,37.7792588,-122.4193286,ok,"San Francisco, California, United States of America",San Francisco,United States,us,1,California,CA,North America
Euchre Bar Massacre,"Oct 11, 2025","Foresthill, CA (USA)",50mi,39.0201768,-120.817989,ok,"Foresthill, Placer County, CA 95631, United States of America",,United States,us,7,California,CA,North America
Bizz Johnson,"Oct 11, 2025","Susanville, CA (USA)",50k,40.4162842,-120.653006,ok,"Susanville, California, United States of America",Susanville,United States,us,6,California,CA,North America
The Jackalope Lope,"Oct 18, 2025","Redding, CA (USA)",50k,40.5863563,-122.391675,ok,"Redding, California, United States of America",Redding,United States,us,5,California,CA,North America
California Fall Classic 100k and 55k,"Oct 18, 2025","Healdsburg, CA (USA)",55k 100k,38.6106812,-122.870138,ok,"Healdsburg, California, United States of America",Healdsburg,United States,us,7,California,CA,North America
Tahoe Midnight Express Ultra 72,"Oct 19, 2025","Lake Tahoe, CA (USA)",72mi,39.0885405,-120.0503528,ok,"Lake Tahoe, Placer County, California, United States of America",,United States,us,4,California,CA,North America
Weekend at Burney,"Oct 23, 2025","Burney, CA (USA)",12h 24h 48h,40.8884145,-121.6727826,ok,"Burney, Shasta County, CA 96013, United States of America",,United States,us,7,California,CA,North America
Range of Light Trail Race,"Oct 25, 2025","Bishop, CA (USA)",50k,37.363679,-118.39524,ok,"Bishop, California, United States of America",Bishop,United States,us,7,California,CA,North America
Pinkathon Challenge for Breast Cancer,"Oct 25, 2025","San Francisco, CA (USA)",50k,37.7792588,-122.4193286,ok,"San Francisco, California, United States of America",San Francisco,United States,us,1,California,CA,North America
Trail Run at Sly Park,"Oct 25, 2025","Pollock Pines, CA (USA)",50k,38.7497035,-120.577661,ok,"Pollock Pines, El Dorado County, CA 95726, United States of America",,United States,us,7,California,CA,North America
Rio Del Lago,"Nov 1, 2025","Granite Bay, CA (USA)",50k 100mi,38.7632346,-121.1638361,ok,"Granite Bay, Placer County, California, United States of America",,United States,us,7,California,CA,North America
Almaden Hills Trail Run,"Nov 1, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
NorCal Backyard Ultra,"Nov 7, 2025","Granite Bay, CA (USA)",Backyard,38.7632346,-121.1638361,ok,"Granite Bay, Placer County, California, United States of America",,United States,us,7,California,CA,North America
Women's Trail Run - Mermaid Series,"Nov 8, 2025","Woodside, CA (USA)",6h,37.4280637,-122.2507435,ok,"Woodside, CA 94062, United States of America",,United States,us,7,California,CA,North America
Mt. Tam Trail Run,"Nov 8, 2025","Stinson Beach, CA (USA)",50k,37.9008084,-122.6450801,ok,"Stinson Beach, Marin County, CA 94970, United States of America",,United States,us,7,California,CA,North America
Lake Chabot,"Nov 8, 2025","Casto Valley, CA (USA)",50k,37.25022,-119.75126,ok,"California, United States of America",,United States of America,us,1,California,CA,North America
Darrington Single Track Trail Challenge,"Nov 22, 2025","Pilot Hill, CA (USA)",36mi,38.8182337,-121.029666,ok,"Pilot Hill, El Dorado County, California, United States of America",,United States,us,9,California,CA,North America
Golden Gate Spartan Trail Classic,"Nov 22, 2025","San Francisco, CA (USA)",50k 50mi,37.7792588,-122.4193286,ok,"San Francisco, California, United States of America",San Francisco,United States,us,1,California,CA,North America
Quad Dipsea,"Nov 29, 2025","Mill Valley, CA (USA)",28.4mi,37.9060368,-122.5449763,ok,"Mill Valley, California, United States of America",,United States,us,7,California,CA,North America
Hunter S. Thompson Fear & Loathing,"Dec 7, 2025","San Francisco, CA (USA)",50k 50mi,37.7792588,-122.4193286,ok,"San Francisco, California, United States of America",San Francisco,United States,us,1,California,CA,North America
Doomsday,"Dec 13, 2025","Cool, CA (USA)",50k,38.8870494,-121.0157991,ok,"Cool, El Dorado County, California, United States of America",,United States,us,7,California,CA,North America
New Year's One Day,"Dec 31, 2025","San Jose, CA (USA)",100mi 6h 12h 24h,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
Lost Coast 55K,"Jan 3, 2026","Whitethorn, CA (USA)",55k,40.0237557,-123.9430832,ok,"Whitethorn, Humboldt County, California, United States of America",,United States,us,7,California,CA,North America
Hacienda Hills Run,"Jan 3, 2026","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
Folsom Lake Sweet Water Trail Run,"Jan 24, 2026","Folsom, CA (USA)",50k,38.6779591,-121.176058,ok,"Folsom, California, United States of America",Folsom,United States,us,6,California,CA,North America
Mt. Umunhum Trail Conquest,"Feb 7, 2026","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
FOURmidable,"Feb 21, 2026","Cool, CA (USA)",50k,38.8870494,-121.0157991,ok,"Cool, El Dorado County, California, United States of America",,United States,us,7,California,CA,North America
Salmon Falls 50K,"Feb 28, 2026","Pilot Hill, CA (USA)",50k,38.8182337,-121.029666,ok,"Pilot Hill, El Dorado County, California, United States of America",,United States,us,9,California,CA,North America
Ruck A Chuck 50k,"Mar 14, 2026","Foresthill, CA (USA)",50k,39.0201768,-120.817989,ok,"Foresthill, Placer County, CA 95631, United States of America",,United States,us,7,California,CA,North America
Rattlesnake Dick,"Mar 21, 2026","Cool, CA (USA)",50k,38.8870494,-121.0157991,ok,"Cool, El Dorado County, California, United States of America",,United States,us,7,California,CA,North America
Bad Ass Backyard Ultra,"Mar 28, 2026","Rio Linda, CA (USA)",Backyard,38.6873975,-121.4593803,ok,"Rio Linda, Sacramento County, CA 95673, United States of America",,United States,us,7,California,CA,North America
TERREX Lake Sonoma 50,"Apr 11, 2026","Healdsburg, CA (USA)",50mi,38.6106812,-122.870138,ok,"Healdsburg, California, United States of America",Healdsburg,United States,us,7,California,CA,North America
Napa Valley 50k,"Apr 12, 2026","Calistoga, CA (USA)",50k,38.5787966,-122.579705,ok,"Calistoga, California, United States of America",Calistoga,United States,us,7,California,CA,North America
Outlands,"Apr 18, 2026","Pilot Hill, CA (USA)",50k 50mi,38.8182337,-121.029666,ok,"Pilot Hill, El Dorado County, California, United States of America",,United States,us,9,California,CA,North America
Canyons Endurance Runs,"Apr 24, 2026","Auburn, CA (USA)",50k 100k 100mi,38.8945939,-121.0739897,ok,"Auburn, California, United States of America",Auburn,United States,us,7,California,CA,North America
Napa Wilderness Trail Runs,"May 17, 2025 (Past Event)","Napa, CA (USA)",50k 40mi,38.4898675,-122.3218414,ok,"Napa County, California, United States of America",,United States,us,1,California,CA,North America
Run for Amma,"May 17, 2025 (Past Event)","Sunnyvale, CA (USA)",50k,37.3688301,-122.036349,ok,"Sunnyvale, California, United States of America",Sunnyvale,United States,us,6,California,CA,North America
Trail Run at Sly Park,"May 10, 2025 (Past Event)","Pollack Pines, CA (USA)",50k,37.25022,-119.75126,ok,"California, United States of America",,United States of America,us,1,California,CA,North America
Paiute Meadows Trail Run,"May 10, 2025 (Past Event)","Susanville, CA (USA)",50k,40.4162842,-120.653006,ok,"Susanville, California, United States of America",Susanville,United States,us,6,California,CA,North America
Grizzly Peak,"May 10, 2025 (Past Event)","Berkeley, CA (USA)",50k,37.8708393,-122.272863,ok,"Berkeley, California, United States of America",Berkeley,United States,us,6,California,CA,North America
Miwok,"May 3, 2025 (Past Event)","Stinson Beach, CA (USA)",100k,37.9008084,-122.6450801,ok,"Stinson Beach, Marin County, CA 94970, United States of America",,United States,us,7,California,CA,North America
Folsom Lake Trail Run,"May 3, 2025 (Past Event)","Folsom, CA (USA)",50k,38.6779591,-121.176058,ok,"Folsom, California, United States of America",Folsom,United States,us,6,California,CA,North America
Horseshoe Lake Trail Run,"Apr 20, 2025 (Past Event)","Palo Alto, CA (USA)",50k,37.4443293,-122.1598465,ok,"Palo Alto, California, United States of America",Palo Alto,United States,us,5,California,CA,North America
Mendocino Coast 50k,"Apr 19, 2025 (Past Event)","Mendocino, CA (USA)",50k,39.3176491,-123.4126399,ok,"Mendocino County, California, United States of America",,United States,us,1,California,CA,North America
Woodside Crossover,"Apr 12, 2025 (Past Event)","Woodside, CA (USA)",50k,37.4280637,-122.2507435,ok,"Woodside, CA 94062, United States of America",,United States,us,7,California,CA,North America
SPASM Lake Chabot Trail Run,"Apr 12, 2025 (Past Event)","Casto Valley, CA (USA)",50k,37.25022,-119.75126,ok,"California, United States of America",,United States of America,us,1,California,CA,North America
Diablo Trails Challenge,"Apr 5, 2025 (Past Event)","Walnut Creek, CA (USA)",50k,37.9020731,-122.0618702,ok,"Walnut Creek, California, United States of America",,United States,us,6,California,CA,North America
American River,"Apr 5, 2025 (Past Event)","Folsom, CA (USA)",50mi,38.6779591,-121.176058,ok,"Folsom, California, United States of America",Folsom,United States,us,6,California,CA,North America
Redwood Trail Run,"Mar 22, 2025 (Past Event)","Oakland, CA (USA)",50k,37.8044557,-122.271356,ok,"Oakland, California, United States of America",Oakland,United States,us,4,California,CA,North America
The Big Alta,"Mar 22, 2025 (Past Event)","Marinwood, CA (USA)",50k,38.0328458,-122.5445937,ok,"Marinwood, Marin County, CA 94903, United States of America",,United States,us,7,California,CA,North America
South Hills Single Track Trail Run,"Mar 22, 2025 (Past Event)","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
Folsom Lake South Side Trail Run,"Mar 15, 2025 (Past Event)","Folsom, CA (USA)",50k,38.6779591,-121.176058,ok,"Folsom, California, United States of America",Folsom,United States,us,6,California,CA,North America
Chanoko Trail Runs,"Mar 8, 2025 (Past Event)","Rocklin, CA (USA)",50k,38.7907339,-121.2357828,ok,"Rocklin, California, United States of America",Rocklin,United States,us,7,California,CA,North America
Marin Ultra Challenge,"Mar 8, 2025 (Past Event)","Sausalito, CA (USA)",50k 50mi,37.8590272,-122.485469,ok,"Sausalito, CA 94965, United States of America",,United States,us,7,California,CA,North America
Way Too Cool,"Mar 1, 2025 (Past Event)","Cool, CA (USA)",50k,38.8870494,-121.0157991,ok,"Cool, El Dorado County, California, United States of America",,United States,us,7,California,CA,North America
Big Bloops Ultra,"Feb 28, 2025 (Past Event)","Palo Alto, CA (USA)",24h,37.4443293,-122.1598465,ok,"Palo Alto, California, United States of America",Palo Alto,United States,us,5,California,CA,North America
Montara Mountain,"Feb 22, 2025 (Past Event)","Pacifica, CA (USA)",50k,37.5980374,-122.4995234,ok,"Pacifica, CA 94044, United States of America",,United States,us,7,California,CA,North America
Chabot/Redtail Ridge - Inside Trail,"Feb 15, 2025 (Past Event)","Castro Valley, CA (USA)",50k,37.6945519,-122.0857432,ok,"Castro Valley, California, United States of America",,United States,us,6,California,CA,North America
Giro di Fremont,"Feb 8, 2025 (Past Event)","Fremont, CA (USA)",60k,37.5482697,-121.988571,ok,"Fremont, California, United States of America",Fremont,United States,us,4,California,CA,North America
Golden Gate (Winter),"Feb 1, 2025 (Past Event)","Rodeo Beach, CA (USA)",50k,37.8305479,-122.5364644,ok,"Rodeo Beach, Marin County, California, United States of America",,United States,us,9,California,CA,North America
Lake Sonoma 100 Miler,"Feb 1, 2025 (Past Event)","Healdsburg, CA (USA)",100k 100mi,38.6106812,-122.870138,ok,"Healdsburg, California, United States of America",Healdsburg,United States,us,7,California,CA,North America
Jed Smith,"Feb 1, 2025 (Past Event)","Sacramento, CA (USA)",50k 50mi,38.5810606,-121.493895,ok,"Sacramento, California, United States of America",Sacramento,United States,us,4,California,CA,North America
Crystal Springs,"Jan 12, 2025 (Past Event)","Woodside, CA (USA)",50k,37.4280637,-122.2507435,ok,"Woodside, CA 94062, United States of America",,United States,us,7,California,CA,North America
No Hands,"Jan 11, 2025 (Past Event)","Auburn, CA (USA)",50k,38.8945939,-121.0739897,ok,"Auburn, California, United States of America",Auburn,United States,us,7,California,CA,North America
Woodside Ramble,"Dec 21, 2024 (Past Event)","Woodside, CA (USA)",50k,37.4280637,-122.2507435,ok,"Woodside, CA 94062, United States of America",,United States,us,7,California,CA,North America
Captain's Winter Solstice Runaround,"Nov 23, 2024 (Past Event)","Modesto, CA (USA)",6h 12h,37.6393419,-120.9968892,ok,"Modesto, California, United States of America",Modesto,United States,us,5,California,CA,North America
REVOLUTION XT ULTRA CHALLENGE,"Oct 26, 2024 (Past Event)","Tracy, CA (USA)",6h 12h 24h,37.7385507,-121.420139,ok,"Tracy, California, United States of America",Tracy,United States,us,6,California,CA,North America
Dead Truck,"Oct 5, 2024 (Past Event)","Cool, CA (USA)",50k,38.8870494,-121.0157991,ok,"Cool, El Dorado County, California, United States of America",,United States,us,7,California,CA,North America
Mt Umunhum to Quicksilver Point to Point,"Sep 28, 2024 (Past Event)","San Jose, CA (USA)",50k,37.3361663,-121.890591,ok,"San Jose, California, United States of America",San Jose,United States,us,3,California,CA,North America
Greenhorn Ranch Trail Run,"Sep 21, 2024 (Past Event)","Quincy, CA (USA)",50k,39.936808,-120.9471224,ok,"Quincy, California, United States of America",,United States,us,7,California,CA,North America
Redwood Summer Trail Run,"Aug 10, 2024 (Past Event)","Oakland, CA (USA)",50k,37.8044557,-122.271356,ok,"Oakland, California, United States of America",Oakland,United States,us,4,California,CA,North America
Kirkwood's Ultras,"Aug 3, 2024 (Past Event)","Kirkwood, CA (USA)",50k,38.7026857,-120.072685,ok,"Kirkwood, El Dorado County, CA 95646, United States of America",,United States,us,7,California,CA,North America
Big Chief 50K,"Jul 21, 2024 (Past Event)","Truckee, CA (USA)",50k,39.3279454,-120.1835765,ok,"Truckee, California, United States of America",,United States,us,6,California,CA,North America
The Loco Go Big or Go Home,"Jun 1, 2024 (Past Event)","Forest Ranch, CA (USA)",50k 100k 100mi,39.8821053,-121.6727541,ok,"Forest Ranch, Butte County, CA 95942, United States of America",,United States,us,7,California,CA,North America
Little Loco,"May 4, 2024 (Past Event)","Forest Ranch, CA (USA)",Backyard 6h 12h,39.8821053,-121.6727541,ok,"Forest Ranch, Butte County, CA 95942, United States of America",,United States,us,7,California,CA,North America
