Race Name,Date,Location,Distance,Latitude,Longitude,Formatted,Website
Crystal Springs,"Aug 31, 2025","Woodside, CA (USA)",50k,37.4280637,-122.2507435,"Woodside, CA 94062, United States of America",https://runsignup.com/Race/CA/Woodside/CrystalSpringsWinterTrailRun
Mendocino Running Festival,"Sep 6, 2025","Mendocino, CA (USA)",6h 12h,39.3176491,-123.4126399,"Mendocino County, California, United States of America",https://ultrasignup.com/register.aspx?did=123679
CTR - Diablo Trail Run,"Sep 7, 2025","Clayton, CA (USA)",50k,37.9411668,-121.9357878,"Clayton, CA 94517, United States of America",https://runsignup.com/Race/CA/Clayton/DiabloTrailRun
South Hills Single Track Trail Run,"Sep 13, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://ultrasignup.com/register.aspx?did=109450
Berkeley Trail Adventure,"Sep 13, 2025","Berkeley, CA (USA)",50k,37.8708393,-122.272863,"Berkeley, California, United States of America",https://insidetrail.com/calendar/berkeley-trail-adventure-run/
Mammoth Trail Fest,"Sep 20, 2025","Mammoth Lakes, CA (USA)",50k,37.6432525,-118.9668509,"Mammoth Lakes, California, United States of America",https://www.mammothtrailfest.com/
THE MAMMOTH 200,"Sep 26, 2025","Mammoth Lakes, CA (USA)",200m,37.6432525,-118.9668509,"Mammoth Lakes, California, United States of America",https://www.mammothtrailfest.com/the-mammoth
JP's Backyard Ultra/Hike,"Sep 27, 2025","Napa, CA (USA)",10h,38.4898675,-122.3218414,"Napa County, California, United States of America",https://runsignup.com/Race/CA/Napa/JPsBackyardUltraHike
Sunset & Cider Trail Race,"Sep 27, 2025","Auburn, CA (USA)",50k,38.8945939,-121.0739897,"Auburn, California, United States of America",https://ultrasignup.com/register.aspx?did=119705
Spartan Trail - San Jose Trail Challenge,"Sep 27, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://www.spartantrail.com/san-jose/
Dick Collins Firetrails,"Sep 27, 2025","Castro Valley, CA (USA)",50mi 100k,37.6945519,-122.0857432,"Castro Valley, California, United States of America",https://scenaperformance.com/events/dick-collins-firetrails/
Yuba Gold,"Oct 5, 2025","Nevada City, CA (USA)",50k,39.2625993,-121.0187304,"Nevada City, California, United States of America",https://skybreakerracing.com/
Mile Madness Endurance Run,"Oct 10, 2025","Rocklin, CA (USA)",6h 12h 24h 48h 72h,38.7907339,-121.2357828,"Rocklin, California, United States of America",https://www.everydayenduranceraces.com/
Skyline Wilderness Endurance Trail Run,"Oct 11, 2025","Napa, CA (USA)",6h 12h,38.4898675,-122.3218414,"Napa County, California, United States of America",https://insidetrail.com/calendar/skyline-wilderness-napa-trail-run/
Mt. Umunhum Trail Conquest,"Oct 11, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://tctruns.com/mt-umunhum-trail-conquest-fall/
Ruth Anderson,"Oct 11, 2025","San Francisco, CA (USA)",50k 50mi,37.7792588,-122.4193286,"San Francisco, California, United States of America",https://ultrasignup.com/register.aspx?did=120107
Euchre Bar Massacre,"Oct 11, 2025","Foresthill, CA (USA)",50mi,39.0201768,-120.817989,"Foresthill, Placer County, CA 95631, United States of America",https://www.ultrasignup.com/register.aspx?did=114047
Bizz Johnson,"Oct 11, 2025","Susanville, CA (USA)",50k,40.4162842,-120.653006,"Susanville, California, United States of America",https://bizzrunningcompany.com/bizzjohnsonmarathon/
The Jackalope Lope,"Oct 18, 2025","Redding, CA (USA)",50k,40.5863563,-122.391675,"Redding, California, United States of America",https://www.reddingtrailalliance.org/the-jackalope-lope
California Fall Classic 100k and 55k,"Oct 18, 2025","Healdsburg, CA (USA)",55k 100k,38.6106812,-122.870138,"Healdsburg, California, United States of America",https://ls100k.com/
Tahoe Midnight Express Ultra 72,"Oct 19, 2025","Lake Tahoe, CA (USA)",72mi,39.0885405,-120.0503528,"Lake Tahoe, Placer County, California, United States of America",https://www.laketahoemarathon.com/midnight-express
Weekend at Burney,"Oct 23, 2025","Burney, CA (USA)",12h 24h 48h,40.8884145,-121.6727826,"Burney, Shasta County, CA 96013, United States of America",https://www.intermountainendurance.com/
Range of Light Trail Race,"Oct 25, 2025","Bishop, CA (USA)",50k,37.363679,-118.39524,"Bishop, California, United States of America",https://ultrasignup.com/register.aspx?did=109630
Pinkathon Challenge for Breast Cancer,"Oct 25, 2025","San Francisco, CA (USA)",50k,37.7792588,-122.4193286,"San Francisco, California, United States of America",https://pinkathon.org/
Trail Run at Sly Park,"Oct 25, 2025","Pollock Pines, CA (USA)",50k,38.7497035,-120.577661,"Pollock Pines, El Dorado County, CA 95726, United States of America",https://tctruns.com/trailrunatslypark_fall/
Rio Del Lago,"Nov 1, 2025","Granite Bay, CA (USA)",50k 100mi,38.7632346,-121.1638361,"Granite Bay, Placer County, California, United States of America",http://www.rio100mile.com/
Almaden Hills Trail Run,"Nov 1, 2025","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://tctruns.com/almadenhillstrailrun-fall/
NorCal Backyard Ultra,"Nov 7, 2025","Granite Bay, CA (USA)",Backyard,38.7632346,-121.1638361,"Granite Bay, Placer County, California, United States of America",https://ultrasignup.com/register.aspx?did=123167
Women's Trail Run - Mermaid Series,"Nov 8, 2025","Woodside, CA (USA)",6h,37.4280637,-122.2507435,"Woodside, CA 94062, United States of America",https://www.mermaidseries.com/mermaid-trail-run-huddart
Mt. Tam Trail Run,"Nov 8, 2025","Stinson Beach, CA (USA)",50k,37.9008084,-122.6450801,"Stinson Beach, Marin County, CA 94970, United States of America",https://insidetrail.com/calendar/mt-tam-trail-run/
Lake Chabot,"Nov 8, 2025","Casto Valley, CA (USA)",50k,37.25022,-119.75126,"California, United States of America",https://runsignup.com/Race/CA/CastroValley/LakeChabotTrailRun
Darrington Single Track Trail Challenge,"Nov 22, 2025","Pilot Hill, CA (USA)",36mi,38.8182337,-121.029666,"Pilot Hill, El Dorado County, California, United States of America",https://tctruns.com/darrington-head-trail-run/
Golden Gate Spartan Trail Classic,"Nov 22, 2025","San Francisco, CA (USA)",50k 50mi,37.7792588,-122.4193286,"San Francisco, California, United States of America",https://www.spartantrail.com/golden-gate-trail-classic/
Quad Dipsea,"Nov 29, 2025","Mill Valley, CA (USA)",28.4mi,37.9060368,-122.5449763,"Mill Valley, California, United States of America",https://www.quad-dipsea.com/
Hunter S. Thompson Fear & Loathing,"Dec 7, 2025","San Francisco, CA (USA)",50k 50mi,37.7792588,-122.4193286,"San Francisco, California, United States of America",http://www.run100s.com/hst.htm
Doomsday,"Dec 13, 2025","Cool, CA (USA)",50k,38.8870494,-121.0157991,"Cool, El Dorado County, California, United States of America",https://ultrasignup.com/register.aspx?did=115315
New Year's One Day,"Dec 31, 2025","San Jose, CA (USA)",100mi 6h 12h 24h,37.3361663,-121.890591,"San Jose, California, United States of America",https://runsignup.com/Race/CA/SanJose/NewYearsOneDay
Lost Coast 55K,"Jan 3, 2026","Whitethorn, CA (USA)",55k,40.0237557,-123.9430832,"Whitethorn, Humboldt County, California, United States of America",https://sites.google.com/view/runpacifica/home
Hacienda Hills Run,"Jan 3, 2026","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://tctruns.com/hacienda-hills-trail-run-winter/
Folsom Lake Sweet Water Trail Run,"Jan 24, 2026","Folsom, CA (USA)",50k,38.6779591,-121.176058,"Folsom, California, United States of America",https://tctruns.com/folsom-lake-sweetwater-trail-run/
Mt. Umunhum Trail Conquest,"Feb 7, 2026","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://tctruns.com/mt-umunhum-trail-conquest-winter/
FOURmidable,"Feb 21, 2026","Cool, CA (USA)",50k,38.8870494,-121.0157991,"Cool, El Dorado County, California, United States of America",https://ultrasignup.com/register.aspx?did=124650
Salmon Falls 50K,"Feb 28, 2026","Pilot Hill, CA (USA)",50k,38.8182337,-121.029666,"Pilot Hill, El Dorado County, California, United States of America",https://www.salmonfalls50k.com/
Ruck A Chuck 50k,"Mar 14, 2026","Foresthill, CA (USA)",50k,39.0201768,-120.817989,"Foresthill, Placer County, CA 95631, United States of America",https://singletrackrunning.com/ruck-a-chuck/
Rattlesnake Dick,"Mar 21, 2026","Cool, CA (USA)",50k,38.8870494,-121.0157991,"Cool, El Dorado County, California, United States of America",https://ultrasignup.com/register.aspx?did=112368
Bad Ass Backyard Ultra,"Mar 28, 2026","Rio Linda, CA (USA)",Backyard,38.6873975,-121.4593803,"Rio Linda, Sacramento County, CA 95673, United States of America",https://singletrackrunning.com/bad-ass-backyard-ultra/
TERREX Lake Sonoma 50,"Apr 11, 2026","Healdsburg, CA (USA)",50mi,38.6106812,-122.870138,"Healdsburg, California, United States of America",https://lakesonoma50.com/
Napa Valley 50k,"Apr 12, 2026","Calistoga, CA (USA)",50k,38.5787966,-122.579705,"Calistoga, California, United States of America",https://scenaperformance.com/events/napa-valley-50k/
Outlands,"Apr 18, 2026","Pilot Hill, CA (USA)",50k 50mi,38.8182337,-121.029666,"Pilot Hill, El Dorado County, California, United States of America",https://ultrasignup.com/register.aspx?did=122006
Canyons Endurance Runs,"Apr 24, 2026","Auburn, CA (USA)",50k 100k 100mi,38.8945939,-121.0739897,"Auburn, California, United States of America",https://canyons.utmb.world/
Napa Wilderness Trail Runs,"May 17, 2025 (Past Event)","Napa, CA (USA)",50k 40mi,38.4898675,-122.3218414,"Napa County, California, United States of America",https://ultrasignup.com/register.aspx?did=116228
Run for Amma,"May 17, 2025 (Past Event)","Sunnyvale, CA (USA)",50k,37.3688301,-122.036349,"Sunnyvale, California, United States of America",https://runforamma.org/
Trail Run at Sly Park,"May 10, 2025 (Past Event)","Pollack Pines, CA (USA)",50k,37.25022,-119.75126,"California, United States of America",https://ultrasignup.com/register.aspx?did=123077
Paiute Meadows Trail Run,"May 10, 2025 (Past Event)","Susanville, CA (USA)",50k,40.4162842,-120.653006,"Susanville, California, United States of America",https://paiutemeadowstrailrun.com/
Grizzly Peak,"May 10, 2025 (Past Event)","Berkeley, CA (USA)",50k,37.8708393,-122.272863,"Berkeley, California, United States of America",https://ultrasignup.com/register.aspx?eid=2322
Miwok,"May 3, 2025 (Past Event)","Stinson Beach, CA (USA)",100k,37.9008084,-122.6450801,"Stinson Beach, Marin County, CA 94970, United States of America",https://miwok100k.com/staging/
Folsom Lake Trail Run,"May 3, 2025 (Past Event)","Folsom, CA (USA)",50k,38.6779591,-121.176058,"Folsom, California, United States of America",https://ultrasignup.com/register.aspx?dtid=60038
Horseshoe Lake Trail Run,"Apr 20, 2025 (Past Event)","Palo Alto, CA (USA)",50k,37.4443293,-122.1598465,"Palo Alto, California, United States of America",https://runsignup.com/Race/CA/LaHonda/HorseshoeLakeTrailRun
Mendocino Coast 50k,"Apr 19, 2025 (Past Event)","Mendocino, CA (USA)",50k,39.3176491,-123.4126399,"Mendocino County, California, United States of America",https://mendocinoultra.com/
Woodside Crossover,"Apr 12, 2025 (Past Event)","Woodside, CA (USA)",50k,37.4280637,-122.2507435,"Woodside, CA 94062, United States of America",https://insidetrail.com/calendar/woodside-crossover-trail-run/
SPASM Lake Chabot Trail Run,"Apr 12, 2025 (Past Event)","Casto Valley, CA (USA)",50k,37.25022,-119.75126,"California, United States of America",https://www.ticketsignup.io/w/CoastalTrailRuns/Page/Events
Diablo Trails Challenge,"Apr 5, 2025 (Past Event)","Walnut Creek, CA (USA)",50k,37.9020731,-122.0618702,"Walnut Creek, California, United States of America",https://brazenracing.com/diablotrailschallenge/
American River,"Apr 5, 2025 (Past Event)","Folsom, CA (USA)",50mi,38.6779591,-121.176058,"Folsom, California, United States of America",http://www.ar50mile.com/
Redwood Trail Run,"Mar 22, 2025 (Past Event)","Oakland, CA (USA)",50k,37.8044557,-122.271356,"Oakland, California, United States of America",https://runsignup.com/Race/CA/Oakland/RedwoodSpringTrailRun
The Big Alta,"Mar 22, 2025 (Past Event)","Marinwood, CA (USA)",50k,38.0328458,-122.5445937,"Marinwood, Marin County, CA 94903, United States of America",https://www.daybreakracing.com/big-alta
South Hills Single Track Trail Run,"Mar 22, 2025 (Past Event)","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://tctruns.com/south-hills-single-track-trail-run-spring/
Folsom Lake South Side Trail Run,"Mar 15, 2025 (Past Event)","Folsom, CA (USA)",50k,38.6779591,-121.176058,"Folsom, California, United States of America",https://tctruns.com/3-15-2025-folsom-southside-new-page/
Chanoko Trail Runs,"Mar 8, 2025 (Past Event)","Rocklin, CA (USA)",50k,38.7907339,-121.2357828,"Rocklin, California, United States of America",https://totalbodyfitness.com/site/race/chanoko-trail-runs-2025/
Marin Ultra Challenge,"Mar 8, 2025 (Past Event)","Sausalito, CA (USA)",50k 50mi,37.8590272,-122.485469,"Sausalito, CA 94965, United States of America",https://insidetrail.com/calendar/marin-ultra-challenge/
Way Too Cool,"Mar 1, 2025 (Past Event)","Cool, CA (USA)",50k,38.8870494,-121.0157991,"Cool, El Dorado County, California, United States of America",http://www.wtc50k.com/
Big Bloops Ultra,"Feb 28, 2025 (Past Event)","Palo Alto, CA (USA)",24h,37.4443293,-122.1598465,"Palo Alto, California, United States of America",https://www.bayloops.com/bbu
Montara Mountain,"Feb 22, 2025 (Past Event)","Pacifica, CA (USA)",50k,37.5980374,-122.4995234,"Pacifica, CA 94044, United States of America",https://runsignup.com/Race/CA/Pacifica/MontaraMounainTrailRun
Chabot/Redtail Ridge - Inside Trail,"Feb 15, 2025 (Past Event)","Castro Valley, CA (USA)",50k,37.6945519,-122.0857432,"Castro Valley, California, United States of America",https://insidetrail.com/calendar/chabot-redtail-ridge-trail-run/
Giro di Fremont,"Feb 8, 2025 (Past Event)","Fremont, CA (USA)",60k,37.5482697,-121.988571,"Fremont, California, United States of America",https://ultrasignup.com/register.aspx?did=121204
Golden Gate (Winter),"Feb 1, 2025 (Past Event)","Rodeo Beach, CA (USA)",50k,37.8305479,-122.5364644,"Rodeo Beach, Marin County, California, United States of America",https://ultrasignup.com/register.aspx?did=124452
Lake Sonoma 100 Miler,"Feb 1, 2025 (Past Event)","Healdsburg, CA (USA)",100k 100mi,38.6106812,-122.870138,"Healdsburg, California, United States of America",https://ls100miler.com/
Jed Smith,"Feb 1, 2025 (Past Event)","Sacramento, CA (USA)",50k 50mi,38.5810606,-121.493895,"Sacramento, California, United States of America",https://www.buffalochips.com/jedsmith
Crystal Springs,"Jan 12, 2025 (Past Event)","Woodside, CA (USA)",50k,37.4280637,-122.2507435,"Woodside, CA 94062, United States of America",https://www.crystalspringsultras.com/
No Hands,"Jan 11, 2025 (Past Event)","Auburn, CA (USA)",50k,38.8945939,-121.0739897,"Auburn, California, United States of America",https://insidetrail.com/calendar/no-hands-trail-run/
Woodside Ramble,"Dec 21, 2024 (Past Event)","Woodside, CA (USA)",50k,37.4280637,-122.2507435,"Woodside, CA 94062, United States of America",https://insidetrail.com/calendar/woodside-ramble-trail-run/
Captain's Winter Solstice Runaround,"Nov 23, 2024 (Past Event)","Modesto, CA (USA)",6h 12h,37.6393419,-120.9968892,"Modesto, California, United States of America",https://runsignup.com/Race/CA/Riverbank/CaptainsWinterSolsticeRunaround
REVOLUTION XT ULTRA CHALLENGE,"Oct 26, 2024 (Past Event)","Tracy, CA (USA)",6h 12h 24h,37.7385507,-121.420139,"Tracy, California, United States of America",https://ultrasignup.com/register.aspx?did=119485
Dead Truck,"Oct 5, 2024 (Past Event)","Cool, CA (USA)",50k,38.8870494,-121.0157991,"Cool, El Dorado County, California, United States of America",https://www.ssmountainracing.com/dead-truck
Mt Umunhum to Quicksilver Point to Point,"Sep 28, 2024 (Past Event)","San Jose, CA (USA)",50k,37.3361663,-121.890591,"San Jose, California, United States of America",https://tctruns.com/mt-umunhum-to-quicksilver-point-to-point/
Greenhorn Ranch Trail Run,"Sep 21, 2024 (Past Event)","Quincy, CA (USA)",50k,39.936808,-120.9471224,"Quincy, California, United States of America",https://ultrasignup.com/register.aspx?did=111681
Redwood Summer Trail Run,"Aug 10, 2024 (Past Event)","Oakland, CA (USA)",50k,37.8044557,-122.271356,"Oakland, California, United States of America",https://runsignup.com/Race/CA/Oakland/RedwoodSummerTrailRun
Kirkwood's Ultras,"Aug 3, 2024 (Past Event)","Kirkwood, CA (USA)",50k,38.7026857,-120.072685,"Kirkwood, El Dorado County, CA 95646, United States of America",https://tctruns.com/kirkwoods-ultras/
Big Chief 50K,"Jul 21, 2024 (Past Event)","Truckee, CA (USA)",50k,39.3279454,-120.1835765,"Truckee, California, United States of America",https://tahoetrailrunning.com/big-chief-50k-ultra-trail-run/
The Loco Go Big or Go Home,"Jun 1, 2024 (Past Event)","Forest Ranch, CA (USA)",50k 100k 100mi,39.8821053,-121.6727541,"Forest Ranch, Butte County, CA 95942, United States of America",https://ultrasignup.com/register.aspx?did=105440
Little Loco,"May 4, 2024 (Past Event)","Forest Ranch, CA (USA)",Backyard 6h 12h,39.8821053,-121.6727541,"Forest Ranch, Butte County, CA 95942, United States of America",https://ultrasignup.com/register.aspx?did=110798
Bay Area Backyard Ultra,"May 3, 2024 (Past Event)","Mt. Hamilton, CA (USA)",Backyard,37.3418834,-121.6430017,"Mount Hamilton, Santa Clara County, California, United States of America",https://ultrasignup.com/register.aspx?did=114633
Placer Trail Running Festival,"Apr 13, 2024 (Past Event)","Auburn, CA (USA)",50k,38.8945939,-121.0739897,"Auburn, California, United States of America",https://ultrarunning.com/calendar/event/placer-trail-running-festival
North Marin Ridge Run,"Mar 2, 2024 (Past Event)","Lagunitas, CA (USA)",50k,38.011312,-122.7022085,"Lagunitas, Marin County, CA 94979, United States of America",https://ultrasignup.com/register.aspx?did=109135
Epiphany Ultra,"Jan 7, 2024 (Past Event)","Oakland, CA (USA)",,37.8044557,-122.271356,"Oakland, California, United States of America",http://www.run100s.com/eu.htm
Pacifico Ultra,"May 31, 2025","Palmdale, CA (USA)",50k,34.5793131,-118.11711,"Palmdale, California, United States of America",https://www.socaltrail.events/upcoming-races
San Diego 100,"Jun 6, 2025","Lake Cuyamaca, CA (USA)",100mi,32.9893223,-116.573912,"Lake Cuyamaca, San Diego County, California, United States of America",https://sandiego100.com/
Malibu Canyon Trail Races (SAMO 100 Mile),"Jun 7, 2025","Malibu, CA (USA)",50k 50mi 100k,34.035591,-118.689423,"Malibu, California, United States of America",https://www.khraces.com/series/malibu-canyon
Holcomb Valley Trail Run,"Jun 14, 2025","Big Bear Lake, CA (USA)",33mi,34.2440587,-116.91018,"Big Bear Lake, CA 92315, United States of America",https://www.runbigbear.com/
